Temperature_K_,Field_T_,FieldAngle_deg_,CriticalCurrent_A_,CriticalCurrentPerCmWidth_A_cm_,n_value
80,7,99,3.44,8.6,8.1
80,7,96,3.89,9.73,9.18
80,7,94,4.34,10.86,8.96
80,7,92,4.87,12.18,9.34
80,7,90,4.29,10.73,9.15
80,7,88,3.96,9.89,8.9
80,7,86,3.7,9.24,8.42
80,7,84,3.41,8.54,7.88
80.01,7,81,2.97,7.43,7.05
80.01,7,78,2.54,6.36,6.47
80.01,7,75,2.13,5.32,5.77
80.01,7,70,1.53,3.83,4.88
80.01,7,65,1,2.5,3.88
80.01,7,60,0.64,1.6,3.33
80,7,55,0.34,0.86,2.51
80.02,7,50,0.19,0.47,2.14
80.01,7,45,0.08,0.2,1.58
80,7,40,0.02,0.06,1.07
79.99,7,35,0.06,0.14,11.29
79.99,7,30,0.06,0.15,12.03
79.99,7,25,0.01,0.04,11.6
79.99,7,20,0.01,0.01,11.76
80,7,10,0.06,0.14,12
80.01,7,5,0.04,0.11,11.2
80,5,240,2.16,5.41,5.56
80,5,235,1.77,4.42,5.1
80.01,5,230,1.35,3.38,4.22
80.01,5,225,1.1,2.74,3.92
80.01,5,220,0.88,2.2,3.6
80.01,5,215,0.72,1.8,3.23
80.01,5,210,0.61,1.52,3.03
80,5,205,0.51,1.29,2.72
80,5,200,0.49,1.23,2.65
80.01,5,195,0.53,1.32,2.84
80.02,5,190,0.62,1.56,3.12
80.01,5,185,0.74,1.85,3.4
80,5,180,0.79,1.98,3.4
80,5,175,0.78,1.95,3.41
80,5,170,0.73,1.82,3.3
80.01,5,165,0.66,1.66,3.1
80.01,5,160,0.68,1.69,3.11
80.01,5,155,0.72,1.8,3.2
80.01,5,150,0.82,2.04,3.37
80,5,145,0.97,2.42,3.72
79.99,5,140,1.18,2.95,4.05
79.99,5,135,1.41,3.52,4.25
79.99,5,130,1.78,4.46,4.99
79.99,5,125,2.19,5.46,5.6
79.99,5,120,2.74,6.85,6.71
79.99,5,115,3.27,8.19,7.32
79.99,5,110,3.91,9.76,8.26
79.99,5,105,4.52,11.29,9.02
79.99,5,102,4.81,12.03,9.31
79.99,5,99,5.14,12.85,9.98
80,5,96,5.61,14.03,10.49
80,5,94,6.28,15.71,11.09
80,5,92,6.85,17.13,11.21
80,5,90,6.2,15.5,10.75
80,5,88,5.79,14.49,10.31
80,5,86,5.49,13.72,9.94
80.01,5,84,5.18,12.94,9.61
80.01,5,81,4.75,11.88,9.08
80,5,78,4.34,10.84,8.65
80,5,75,3.92,9.79,8.02
80,5,70,3.31,8.29,7.37
80.01,5,65,2.68,6.71,6.25
80.01,5,60,2.18,5.46,5.61
80.01,5,55,1.74,4.34,4.9
80.01,5,50,1.39,3.48,4.36
80,5,45,1.11,2.78,3.91
79.99,5,40,0.89,2.22,3.5
79.99,5,35,0.75,1.87,3.32
79.99,5,30,0.64,1.59,3.12
80,5,25,0.56,1.4,2.93
80,5,20,0.5,1.26,2.73
80.01,5,15,0.54,1.35,2.87
80.01,5,10,0.63,1.56,3.12
80.01,5,5,0.75,1.86,3.4
80,3,240,5.54,13.85,9.13
80,3,235,5.12,12.8,8.63
80,3,230,4.79,11.98,8.26
80,3,225,4.46,11.15,7.74
80,3,220,4.23,10.56,7.39
80,3,215,4.05,10.14,7.22
80,3,210,3.96,9.91,7.16
80,3,205,3.92,9.79,7.03
80.01,3,200,3.92,9.81,6.91
80.01,3,195,3.99,9.97,6.78
80.01,3,190,4.18,10.44,6.89
80.01,3,185,4.39,10.97,6.79
80.01,3,180,4.55,11.37,6.91
80.01,3,175,4.54,11.34,7
80.02,3,170,4.47,11.17,7.14
80.02,3,165,4.39,10.97,7.24
80,3,160,4.31,10.78,7.16
80.01,3,155,4.31,10.78,7.31
80.01,3,150,4.39,10.98,7.55
80,3,145,4.52,11.3,7.88
79.99,3,140,4.71,11.77,8.07
79.99,3,135,5,12.49,8.69
79.99,3,130,5.2,13,8.23
79.99,3,125,5.66,14.14,9.23
79.99,3,120,6.11,15.29,9.7
79.99,3,115,6.7,16.75,10.6
79.99,3,110,7.29,18.24,11.17
79.99,3,105,7.86,19.64,11.59
79.99,3,102,8.13,20.31,11.76
79.99,3,99,8.4,21,12.15
80,3,96,9.03,22.57,12.66
80,3,94,9.89,24.71,12.73
80,3,92,10.59,26.47,13.19
80,3,90,9.92,24.79,12.84
80,3,88,9.33,23.33,12.28
80,3,86,8.93,22.34,12.04
80,3,84,8.59,21.47,11.94
80.01,3,81,8.1,20.25,11.45
80,3,78,7.67,19.18,11.03
80,3,75,7.28,18.2,10.91
80,3,70,6.61,16.53,10.15
80.01,3,65,6.06,15.16,9.71
80.01,3,60,5.58,13.96,9.23
80.01,3,55,5.14,12.84,8.71
80.01,3,50,4.79,11.97,8.31
80,3,45,4.48,11.2,7.81
79.99,3,40,4.25,10.63,7.55
79.99,3,35,4.09,10.24,7.32
79.99,3,30,3.98,9.96,7.2
80,3,25,3.89,9.73,6.9
80,3,20,3.89,9.73,6.81
80.01,3,15,4.02,10.06,6.99
80.01,3,10,4.16,10.39,6.84
80.01,3,5,4.42,11.05,6.98
80,2,240,8.89,22.22,11.55
80,2,235,8.5,21.25,11.18
80,2,230,8.2,20.51,10.9
80,2,225,7.99,19.97,10.75
80,2,220,7.83,19.58,10.56
80.01,2,215,7.72,19.3,10.31
80,2,210,7.69,19.23,10.25
80,2,205,7.71,19.28,9.83
80,2,200,7.88,19.69,9.86
80.01,2,195,8.11,20.28,9.85
80.01,2,190,8.48,21.2,9.99
80.01,2,185,8.88,22.19,9.89
80.01,2,180,9.12,22.79,10.05
80.01,2,175,9.1,22.74,10.28
80.01,2,170,8.9,22.25,10.35
80.01,2,165,8.67,21.68,10.33
80.01,2,160,8.47,21.17,10.38
80,2,155,8.32,20.81,10.67
80,2,150,8.24,20.59,10.62
80.01,2,145,8.27,20.67,11.04
80,2,140,8.37,20.92,11.32
79.99,2,135,8.52,21.3,11.31
79.99,2,130,8.81,22.02,11.76
79.99,2,125,9.13,22.81,11.85
79.99,2,120,9.54,23.86,11.9
79.99,2,115,10.09,25.23,12.46
79.99,2,110,10.72,26.8,12.73
79.99,2,105,11.31,28.26,13.26
79.99,2,102,11.51,28.77,13.19
79.99,2,99,11.81,29.53,13.37
80,2,96,12.55,31.37,13.62
80,2,94,13.56,33.89,14.07
80,2,92,14.28,35.69,14.54
80,2,90,13.6,34.01,14.11
80,2,88,12.91,32.27,13.6
80,2,86,12.46,31.16,13.65
80,2,84,11.99,29.98,13.17
80,2,81,11.56,28.9,13.36
80,2,78,11.06,27.66,12.9
80,2,75,10.6,26.49,12.34
80,2,70,9.94,24.84,12.2
80,2,65,9.36,23.4,11.94
80.01,2,60,8.85,22.12,11.45
80.01,2,55,8.51,21.28,11.46
80.01,2,50,8.18,20.46,11.04
80,2,45,7.95,19.88,10.71
79.98,2,40,7.8,19.49,10.57
79.99,2,35,7.7,19.25,10.36
80,2,30,7.68,19.2,10.41
80,2,25,7.71,19.29,10.07
80,2,20,7.86,19.64,10.09
80.01,2,15,8.1,20.25,9.92
80.01,2,10,8.47,21.17,9.96
80.01,2,5,8.87,22.18,9.9
80,1.5,240,11.62,29.04,13.05
80,1.5,235,11.22,28.05,12.71
80,1.5,230,11.01,27.53,12.85
80,1.5,225,10.77,26.92,12.21
80,1.5,220,10.65,26.62,12.03
80,1.5,215,10.64,26.59,11.97
80,1.5,210,10.73,26.83,12.01
80,1.5,205,10.88,27.2,11.84
80,1.5,200,11.18,27.95,12.08
80.01,1.5,195,11.57,28.93,12.03
80.01,1.5,190,12.03,30.07,11.88
80.01,1.5,185,12.57,31.43,12.02
80.01,1.5,180,12.9,32.25,12.41
80.01,1.5,175,12.79,31.97,12.2
80.02,1.5,170,12.52,31.3,12.33
80.01,1.5,165,12.22,30.56,12.62
80.01,1.5,160,11.87,29.68,12.48
80,1.5,155,11.62,29.06,12.69
80.01,1.5,150,11.46,28.64,12.96
80.01,1.5,145,11.34,28.35,13.07
80,1.5,140,11.38,28.45,13.24
79.99,1.5,135,11.48,28.7,13.27
79.99,1.5,130,11.7,29.25,13.45
79.99,1.5,125,12.02,30.05,13.48
80,1.5,120,12.42,31.06,13.31
79.99,1.5,115,13,32.5,13.68
79.99,1.5,110,13.65,34.12,13.87
79.99,1.5,105,14.16,35.41,13.87
79.99,1.5,102,14.38,35.94,13.74
79.99,1.5,99,14.71,36.77,13.98
79.99,1.5,96,15.6,38.99,14.6
79.99,1.5,94,16.71,41.76,15.01
80,1.5,92,17.47,43.67,15.61
80,1.5,90,16.68,41.71,14.67
80,1.5,88,15.89,39.72,14.07
80,1.5,86,15.35,38.38,14.13
80,1.5,84,14.88,37.21,13.99
80,1.5,81,14.3,35.74,13.56
80,1.5,78,13.82,34.54,13.48
80.01,1.5,75,13.36,33.4,13.38
80,1.5,70,12.69,31.71,13.59
80,1.5,65,12.08,30.19,13.25
80,1.5,60,11.61,29.02,13.24
80.01,1.5,55,11.22,28.05,12.93
80.01,1.5,50,10.92,27.29,12.56
80,1.5,45,10.74,26.84,12.45
79.98,1.5,40,10.67,26.68,12.27
79.99,1.5,35,10.65,26.64,12.17
80,1.5,30,10.7,26.75,12.05
80,1.5,25,10.92,27.3,12.32
80.01,1.5,20,11.2,28,12.27
80.01,1.5,15,11.57,28.93,12.14
80.02,1.5,10,12.04,30.11,11.89
80.01,1.5,5,12.65,31.63,12.18
80,1,240,16.11,40.27,14.34
80,1,235,15.65,39.13,13.85
80,1,230,15.49,38.73,14.28
80,1,225,15.31,38.28,13.87
80,1,220,15.35,38.38,14.18
80,1,215,15.39,38.48,13.86
80,1,210,15.63,39.07,14.16
80,1,205,15.91,39.79,13.87
80,1,200,16.41,41.03,14.08
80.01,1,195,16.95,42.39,13.91
80.01,1,190,17.69,44.21,14.5
80,1,185,18.34,45.84,14.69
80.01,1,180,18.72,46.81,14.9
80.01,1,175,18.61,46.53,14.57
80.01,1,170,18.36,45.91,15.05
80.01,1,165,17.9,44.76,15.04
80.01,1,160,17.37,43.42,14.68
80.01,1,155,16.93,42.33,14.83
80.01,1,150,16.66,41.66,15.25
80.01,1,145,16.38,40.95,15.21
80,1,140,16.24,40.6,14.83
80,1,135,16.33,40.84,14.99
79.99,1,130,16.49,41.23,14.73
79.99,1,125,16.84,42.1,15.02
80,1,120,17.31,43.27,15.07
79.99,1,115,17.92,44.8,15.12
79.99,1,110,18.58,46.45,15.26
79.99,1,105,19.1,47.76,15.11
79.99,1,102,19.33,48.33,15
79.99,1,99,19.72,49.29,14.92
79.99,1,96,20.73,51.83,15.11
79.99,1,94,21.97,54.92,15.78
79.99,1,92,22.67,56.69,15.9
80,1,90,22.07,55.19,15.98
80,1,88,21.01,52.52,14.84
80,1,86,20.33,50.82,14.91
80,1,84,19.75,49.38,14.7
80,1,81,19.09,47.73,14.72
80.01,1,78,18.55,46.37,14.73
80.01,1,75,18,45.01,14.64
80,1,70,17.22,43.06,14.65
80,1,65,16.6,41.49,14.63
80.01,1,60,16.07,40.18,14.42
80.01,1,55,15.64,39.09,14.16
80.01,1,50,15.39,38.47,14.27
80.01,1,45,15.26,38.15,14.22
79.99,1,40,15.26,38.14,14.17
79.98,1,35,15.42,38.55,14.47
79.98,1,30,15.62,39.04,14.03
80,1,25,15.93,39.82,14.05
80,1,20,16.52,41.29,14.87
80.01,1,15,17.05,42.61,14.38
80.01,1,10,17.71,44.28,14.25
80.01,1,5,18.55,46.38,15.22
79.99,0.7,240,20.94,52.35,15.28
80,0.7,235,20.55,51.39,15.34
80,0.7,230,20.33,50.82,15.27
80,0.7,225,20.28,50.7,15.64
80,0.7,220,20.26,50.66,15.23
80,0.7,215,20.46,51.14,15.45
80,0.7,210,20.74,51.84,15.35
80,0.7,205,21.2,52.99,15.56
80,0.7,200,21.81,54.54,16.01
80.01,0.7,195,22.54,56.35,16.27
80.01,0.7,190,23.23,58.07,16.21
80.01,0.7,185,23.96,59.91,16.42
80,0.7,180,24.35,60.87,16.43
80.01,0.7,175,24.4,61.01,16.71
80.01,0.7,170,24.14,60.34,17
80.01,0.7,165,23.68,59.2,17.21
80.01,0.7,160,23.09,57.72,16.86
80,0.7,155,22.55,56.37,16.71
80,0.7,150,22.13,55.34,16.9
80.01,0.7,145,21.69,54.22,16.13
80,0.7,140,21.59,53.98,16.32
79.99,0.7,135,21.63,54.08,16.4
79.99,0.7,130,21.82,54.55,16.28
79.99,0.7,125,22.06,55.15,15.84
80,0.7,120,22.61,56.53,16.09
80,0.7,115,23.25,58.13,16.11
80,0.7,110,23.94,59.84,16.13
79.99,0.7,105,24.46,61.14,15.6
79.99,0.7,102,24.79,61.98,15.69
79.99,0.7,99,25.3,63.24,15.62
79.99,0.7,96,26.5,66.24,15.92
80,0.7,94,27.76,69.4,16.6
80,0.7,92,28.52,71.31,17.2
80,0.7,90,27.86,69.66,16.34
80,0.7,88,26.84,67.1,15.99
80,0.7,86,25.98,64.95,15.79
80,0.7,84,25.3,63.24,15.74
80,0.7,81,24.42,61.04,15.35
80,0.7,78,23.78,59.44,15.56
80.01,0.7,75,23.15,57.87,15.49
80.01,0.7,70,22.25,55.62,15.52
80.01,0.7,65,21.51,53.78,15.61
80.01,0.7,60,20.97,52.42,15.71
80.01,0.7,55,20.57,51.44,15.82
80.01,0.7,50,20.24,50.59,15.41
80.01,0.7,45,20.14,50.34,15.47
79.99,0.7,40,20.18,50.45,15.61
79.98,0.7,35,20.39,50.99,15.71
79.98,0.7,30,20.76,51.91,16.07
79.99,0.7,25,21.16,52.89,15.61
80,0.7,20,21.75,54.38,15.9
80.01,0.7,15,22.56,56.4,16.39
80.01,0.7,10,23.45,58.62,17.05
80.01,0.7,5,24.18,60.45,16.89
80,0.5,240,26.39,65.97,16.36
80,0.5,235,25.95,64.88,16.11
80,0.5,230,25.74,64.34,16.17
80,0.5,225,25.69,64.23,16.29
80,0.5,220,25.74,64.36,16.33
80,0.5,215,26.02,65.05,16.63
80,0.5,210,26.39,65.98,16.66
80,0.5,205,26.89,67.24,16.72
80,0.5,200,27.57,68.92,16.9
80,0.5,195,28.38,70.96,17.24
80,0.5,190,29.29,73.22,17.9
80,0.5,185,30.06,75.14,18.11
80,0.5,180,30.59,76.47,18.79
80.01,0.5,175,30.6,76.5,18.35
80,0.5,170,30.37,75.92,18.74
80,0.5,165,29.91,74.76,18.55
80,0.5,160,29.27,73.18,18.29
80.01,0.5,155,28.66,71.65,17.68
80.01,0.5,150,28.11,70.27,17.28
80.01,0.5,145,27.7,69.24,17.08
80,0.5,140,27.59,68.98,17.31
79.99,0.5,135,27.65,69.12,17.31
80,0.5,130,27.86,69.65,17.34
80,0.5,125,28.18,70.46,17.24
80,0.5,120,28.66,71.66,16.9
80,0.5,115,29.32,73.29,16.78
80,0.501,110,30.04,75.09,16.76
80,0.5,105,30.72,76.8,16.63
79.99,0.5,102,31.1,77.75,16.31
79.99,0.5,99,31.78,79.45,16.41
79.99,0.5,96,33.02,82.54,16.61
79.99,0.5,94,34.28,85.69,17.48
79.99,0.5,92,35.06,87.64,17.94
79.99,0.5,90,34.58,86.46,17.39
80,0.5,88,33.58,83.95,16.94
80,0.5,86,32.53,81.33,16.52
80,0.5,84,31.65,79.13,16.21
80,0.5,81,30.68,76.71,16.26
80,0.5,78,29.83,74.58,16.17
80.01,0.5,75,29.06,72.66,16.08
80.01,0.5,70,28.04,70.11,16.27
80.01,0.5,65,27.22,68.04,16.51
80.01,0.5,60,26.52,66.3,16.35
80.01,0.5,55,26.13,65.33,16.72
80.01,0.5,50,25.78,64.46,16.45
80.01,0.5,45,25.69,64.22,16.87
79.99,0.5,40,25.73,64.31,16.56
79.99,0.5,35,25.97,64.93,16.76
79.99,0.5,30,26.42,66.04,16.89
80,0.5,25,26.97,67.44,17.24
80,0.5,20,27.61,69.03,17.19
80.01,0.5,15,28.47,71.18,17.6
80.01,0.5,10,29.37,73.42,17.89
80.01,0.5,5,30.08,75.2,17.75
80,0.3,240,36.5,91.26,17.44
80,0.3,235,36.03,90.07,17.33
80,0.3,230,35.93,89.81,18.11
80,0.3,225,35.83,89.58,17.91
80,0.3,220,35.94,89.85,17.93
80.01,0.3,215,36.09,90.22,17.49
80,0.3,210,36.65,91.62,18.27
80,0.3,205,37.45,93.62,19.08
80,0.3,200,38.1,95.24,18.54
80,0.3,195,39.02,97.55,19.1
80,0.3,190,39.91,99.78,19.41
80.01,0.3,185,40.69,101.73,19.66
80,0.3,180,41.28,103.2,19.81
80.01,0.3,175,41.66,104.15,20.51
80.01,0.3,170,41.32,103.3,19.82
80.01,0.3,165,41.12,102.8,20.45
80,0.3,160,40.67,101.66,20.16
80,0.3,155,40.09,100.23,19.85
80.01,0.3,150,39.43,98.59,18.69
80,0.3,145,39.16,97.91,19.02
80,0.3,140,39.17,97.94,19.44
79.99,0.3,135,39.16,97.9,19.11
79.99,0.3,130,39.31,98.28,18.48
79.99,0.3,125,39.78,99.46,18.75
79.99,0.3,120,40.25,100.64,18.25
79.99,0.3,115,41.04,102.59,18.42
80,0.3,110,41.8,104.51,18.09
80,0.3,105,42.51,106.28,17.74
80,0.3,102,43.17,107.94,17.99
80,0.3,99,43.97,109.92,17.89
80,0.3,96,45.09,112.73,17.82
80.01,0.3,94,46.13,115.32,18.52
80,0.3,92,46.75,116.88,19.15
80,0.3,90,46.59,116.47,18.79
80,0.3,88,45.95,114.88,18.77
80,0.3,86,44.89,112.22,18.09
79.99,0.3,84,43.98,109.96,17.97
79.99,0.3,81,42.8,106.99,17.7
79.99,0.3,78,41.72,104.29,17.41
80,0.3,75,40.63,101.57,17.13
80.01,0.3,70,39.34,98.35,17.39
80.01,0.3,65,38.26,95.65,17.45
80,0.3,60,37.46,93.64,17.54
80.01,0.3,55,36.83,92.07,17.37
80.01,0.3,50,36.42,91.06,17.76
80,0.3,45,36.28,90.7,17.76
80,0.3,40,36.43,91.08,18.11
79.99,0.3,35,36.72,91.81,18.55
79.99,0.3,30,37.13,92.83,18.46
79.99,0.3,25,37.89,94.73,18.77
80,0.3,20,38.56,96.39,19.17
80.01,0.3,15,39.33,98.34,19.38
80.01,0.3,10,40.23,100.59,19.42
80.01,0.3,5,40.97,102.43,19.47
79.99,0.2,240,46.62,116.54,18.41
80,0.2,235,46,115.01,18.62
80,0.2,230,45.61,114.02,18.34
80,0.2,225,45.48,113.7,18.45
80,0.2,220,45.69,114.22,18.9
80.01,0.2,215,45.97,114.92,19.16
80,0.2,210,46.42,116.06,19.1
80,0.2,205,47.24,118.1,20
80,0.2,200,48.08,120.19,20.19
80.01,0.2,195,48.81,122.04,19.87
80,0.2,190,49.74,124.35,20.2
80,0.2,185,50.63,126.57,20.37
80,0.2,180,51.41,128.52,21.05
80.01,0.2,175,51.81,129.52,20.9
80.01,0.2,170,51.78,129.44,20.83
80.01,0.2,165,51.65,129.14,20.8
80,0.2,160,51.35,128.36,20.56
80,0.2,155,50.96,127.39,20.11
80,0.2,150,50.67,126.68,20.33
80.01,0.2,145,50.48,126.21,20.65
80,0.2,140,50.35,125.87,19.85
80,0.2,135,50.31,125.78,19.59
80,0.2,130,50.61,126.52,19.49
80,0.2,125,51.07,127.67,19.75
80,0.2,120,51.66,129.14,19.41
80,0.2,115,52.34,130.85,19.15
80,0.2,110,53.22,133.06,19.25
80,0.2,105,54.08,135.2,18.84
80,0.2,102,54.8,137,18.89
80,0.2,99,55.56,138.89,18.86
80,0.2,96,56.72,141.8,19.72
80,0.2,94,57.41,143.53,19.99
79.99,0.2,92,57.89,144.73,20.3
80,0.2,90,57.99,144.99,20.48
80,0.2,88,57.42,143.56,19.91
79.99,0.2,86,56.72,141.8,19.77
79.99,0.2,84,55.84,139.6,19.14
79.99,0.2,81,54.61,136.53,18.89
80,0.2,78,53.26,133.14,18.4
80,0.2,75,52.18,130.46,18.39
80.01,0.2,70,50.73,126.83,18.69
80.01,0.2,65,49.41,123.52,18.53
80.02,0.2,60,48.35,120.87,18.38
80.02,0.2,55,47.67,119.18,18.84
80.01,0.2,50,47.17,117.92,18.58
80.01,0.2,45,47.04,117.59,19.05
79.99,0.2,40,47.02,117.54,18.85
79.99,0.2,35,47.27,118.18,18.98
79.99,0.2,30,47.69,119.23,19.32
79.98,0.2,25,48.18,120.45,18.98
80,0.2,20,49.05,122.62,20.02
80.01,0.2,15,49.76,124.41,20.15
80.01,0.2,10,50.58,126.45,20.41
80.01,0.2,5,51.45,128.63,21.02
80,0.15,240,54.86,137.15,19.08
80,0.15,235,54.16,135.41,19.37
80,0.15,230,53.72,134.29,19.26
80,0.15,225,53.55,133.87,19.2
80,0.15,220,53.67,134.18,19.58
80.01,0.15,215,54.06,135.15,20.01
80.01,0.15,210,54.64,136.59,21.03
80,0.15,205,55.19,137.97,20.48
80,0.15,200,55.81,139.53,19.96
80.01,0.15,195,56.79,141.97,20.86
80,0.15,190,57.71,144.27,21.26
80,0.15,185,58.58,146.44,21.11
80,0.15,180,59.38,148.45,21.65
80.01,0.15,175,59.81,149.53,21.39
80,0.15,170,59.91,149.77,21.21
80,0.15,165,60.04,150.11,21.48
80,0.15,160,59.91,149.77,21.26
80,0.15,155,59.85,149.62,21.37
80,0.15,150,59.56,148.9,20.94
80,0.15,145,59.49,148.72,21.39
80,0.151,140,59.5,148.74,21.08
80,0.15,135,59.59,148.97,20.9
80,0.15,130,59.7,149.25,20.05
80,0.15,125,60.31,150.78,20.56
80,0.15,120,60.85,152.13,20.37
80,0.15,115,61.71,154.28,20.68
80,0.15,110,62.36,155.9,19.94
80,0.15,105,63.42,158.55,19.93
80,0.15,102,64.12,160.31,20.26
80,0.151,99,64.93,162.32,20.45
80,0.15,96,65.65,164.12,20.66
80,0.15,94,66.21,165.52,20.72
80,0.15,92,66.42,166.04,20.92
80,0.15,90,66.59,166.48,21.25
80,0.15,88,66.25,165.61,20.91
79.99,0.15,86,65.69,164.23,20.41
79.99,0.15,84,65.19,162.97,20.69
80,0.15,81,64.02,160.05,20.31
80,0.15,78,62.81,157.03,20.07
80,0.15,75,61.6,153.99,19.49
80.01,0.15,70,59.9,149.74,19.45
80.01,0.15,65,58.52,146.31,19.18
80,0.15,60,57.44,143.6,19.44
80.01,0.15,55,56.66,141.66,19.5
80.02,0.15,50,55.97,139.93,19.27
80.01,0.15,45,55.68,139.21,19.42
79.99,0.15,40,55.79,139.47,19.76
79.99,0.15,35,55.98,139.94,19.58
79.99,0.15,30,56.38,140.94,20.14
79.98,0.15,25,57.12,142.79,21.23
79.98,0.15,20,57.68,144.2,21.13
80.01,0.15,15,58.34,145.86,21.51
80.01,0.15,10,58.84,147.11,20.94
80.01,0.15,5,59.53,148.82,21.83
79.99,0.1,240,67.82,169.56,20.61
80,0.1,235,66.88,167.21,20.12
80,0.1,230,66.24,165.61,20.07
80,0.1,225,66.07,165.16,20.7
80,0.1,220,66.1,165.25,20.65
80,0.1,215,66.2,165.51,20.65
80,0.1,210,66.71,166.77,21.2
80,0.1,205,67.65,169.13,22.26
80,0.1,200,68.33,170.83,22.39
80,0.1,195,68.91,172.26,22.02
80,0.1,190,69.53,173.84,21.7
80.01,0.1,185,70.51,176.28,21.97
80,0.1,180,71.44,178.6,23.12
80.01,0.1,175,72.04,180.11,22.8
80.01,0.1,170,72.63,181.57,23.11
80.01,0.1,165,72.98,182.45,23.29
80.01,0.1,160,73.23,183.07,23.44
80,0.1,155,73.39,183.49,23.38
80,0.1,150,73.27,183.18,22.56
80.01,0.1,145,73.2,183.01,22.11
80,0.1,140,73.36,183.41,22.08
80,0.1,135,73.53,183.82,21.6
80,0.1,130,74.21,185.51,22.26
80,0.1,125,74.38,185.96,21.14
80,0.1,120,74.98,187.44,21.35
79.99,0.1,115,75.92,189.79,21.88
80,0.1,110,76.86,192.16,21.95
79.99,0.1,105,77.65,194.11,21.39
79.99,0.1,102,78.17,195.42,21.66
80,0.1,99,78.79,196.98,22.04
80,0.1,96,79.19,197.97,22.26
80.01,0.1,94,79.3,198.26,21.88
80.01,0.1,92,79.24,198.09,21.7
80.01,0.1,90,79.38,198.44,22.04
80,0.1,88,79.12,197.81,21.74
80,0.1,86,79.1,197.76,22.44
79.99,0.1,84,78.76,196.91,22.26
79.99,0.1,81,77.98,194.95,21.82
79.99,0.1,78,77.1,192.74,21.73
79.99,0.1,75,76.01,190.03,21.26
80,0.1,70,74.3,185.76,20.83
80.01,0.1,65,72.98,182.45,21.01
80.01,0.1,60,71.82,179.55,20.9
80,0.1,55,70.66,176.65,20.59
80.01,0.1,50,70.24,175.6,20.84
80.01,0.1,45,69.76,174.41,21.37
80,0.1,40,69.76,174.41,21.65
79.99,0.1,35,69.72,174.3,21.65
79.99,0.1,30,70.14,175.34,22.03
79.98,0.1,25,70.48,176.19,22.13
79.99,0.1,20,70.84,177.11,22.02
80.01,0.1,15,71.22,178.04,22.24
80.01,0.1,10,71.5,178.75,21.99
80.01,0.1,5,71.98,179.94,22.55
79.99,0.07,240,80,199.99,22.39
80,0.07,235,79.18,197.94,22.41
80,0.07,230,78.47,196.17,22.24
80,0.07,225,78.14,195.35,22.69
80,0.07,220,77.64,194.11,21.53
80,0.07,215,78.12,195.29,22.65
80,0.07,210,78.41,196.03,22.84
80,0.07,205,78.9,197.25,23.21
80,0.07,200,79.53,198.84,23.47
80,0.07,195,80.18,200.46,23.37
80,0.07,190,80.86,202.14,23.7
80,0.07,185,81.7,204.26,23.71
80,0.07,180,82.62,206.56,24.37
80.01,0.07,175,83.12,207.79,23.6
80,0.07,170,84.05,210.13,25.06
80,0.07,165,84.65,211.63,24.44
80.01,0.07,160,85.01,212.52,23.94
80,0.07,155,85.46,213.65,24.29
80,0.07,150,86.03,215.07,24.79
80,0.07,145,86.3,215.76,24.33
80,0.07,140,86.47,216.18,23.61
80,0.07,135,86.86,217.14,23.2
80,0.07,130,87.62,219.04,23.8
80,0.07,125,88.1,220.24,23.18
80,0.07,120,88.33,220.83,22.68
80,0.07,115,89.13,222.83,23.14
80,0.07,110,89.73,224.34,22.73
80,0.07,105,90.5,226.25,22.9
80,0.07,102,91.02,227.55,23.21
80,0.07,99,91.48,228.7,23.59
79.99,0.07,96,91.51,228.77,23.24
79.99,0.07,94,91.5,228.74,23
80,0.07,92,91.51,228.78,23.47
80,0.07,90,91.37,228.43,23.53
80,0.07,88,91.4,228.5,23.76
80,0.07,86,91.29,228.22,23.83
80,0.07,84,90.85,227.14,23.41
79.99,0.07,81,90.3,225.75,23.1
79.99,0.07,78,89.87,224.68,23.06
79.99,0.07,75,89.26,223.16,23.29
79.99,0.07,70,87.82,219.54,22.51
80,0.07,65,86.47,216.17,22.45
80.01,0.07,60,85.49,213.72,22.61
80,0.07,55,84.36,210.9,22.47
80.01,0.07,50,83.49,208.73,22.34
80.02,0.07,45,82.87,207.18,22.35
80,0.07,40,82.66,206.65,23.14
79.99,0.07,35,82.67,206.68,22.78
79.99,0.07,30,82.68,206.71,23.4
79.99,0.07,25,82.97,207.41,23.83
79.98,0.07,20,83.05,207.62,23.21
80,0.07,15,83.15,207.87,23.35
80.01,0.07,10,83.38,208.45,23.77
80.01,0.07,5,83.46,208.64,24.22
79.99,0.05,240,91.49,228.73,24.56
80,0.05,235,90.5,226.24,23.76
80,0.05,230,89.88,224.69,24.07
80,0.05,225,89.18,222.95,22.91
80.01,0.05,220,89.42,223.54,24.2
80,0.05,215,89.29,223.22,24.13
80,0.05,210,89.43,223.58,24.49
80,0.05,205,89.6,224.01,23.8
80,0.05,200,90.16,225.41,24.15
80,0.05,195,90.75,226.87,24.67
80,0.05,190,91.38,228.46,24.96
80,0.05,185,92.05,230.12,24.67
80,0.05,180,92.76,231.89,24.87
80.01,0.05,175,93.36,233.41,24.32
80,0.05,170,94.41,236.03,25.33
80.01,0.05,165,95.14,237.84,25.14
