Temperature_K_,Field_T_,FieldAngle_deg_,CriticalCurrent_A_,CriticalCurrentPerCmWidth_A_cm_,n_value
80,0.05,160,96.24,240.61,26.14
79.99,0.05,155,96.47,241.17,25.08
80,0.05,150,97.38,243.44,25.51
80.01,0.05,145,98.06,245.16,25.96
80,0.05,140,98.78,246.96,25.76
80,0.05,135,99.09,247.73,24.72
80,0.05,130,99.89,249.72,25.06
80,0.05,125,100.38,250.94,24.69
80,0.05,120,101.1,252.74,25.28
80,0.05,115,101.57,253.93,24.89
80,0.05,110,101.89,254.73,24.04
80,0.05,105,102.42,256.04,24.2
80,0.05,102,102.84,257.09,24.92
80,0.05,99,102.9,257.25,24.63
80,0.05,96,102.91,257.28,24.66
79.99,0.05,94,102.84,257.11,24.51
80,0.05,92,103.03,257.57,24.72
80,0.05,90,102.54,256.35,24.75
80,0.05,88,102.47,256.16,24.58
80,0.05,86,102.23,255.57,24.49
80.01,0.05,84,102.12,255.29,24.61
80,0.05,81,101.69,254.23,24.43
80,0.05,78,101.45,253.63,25.13
79.99,0.05,75,101,252.49,24.73
79.99,0.05,70,99.81,249.51,24.31
80,0.05,65,98.78,246.95,24.44
80,0.05,60,97.73,244.34,24.01
80.01,0.05,55,96.93,242.32,24.36
80.02,0.05,50,96.04,240.1,24.22
80.02,0.05,45,95.38,238.45,24.53
80.01,0.05,40,94.83,237.07,24.41
79.99,0.05,35,94.12,235.29,24.23
79.99,0.05,30,94.27,235.67,24.18
79.99,0.05,25,94.36,235.91,24.52
79.98,0.05,20,94.39,235.97,24.82
80,0.05,15,94.65,236.63,25.63
80.01,0.05,10,94.05,235.12,25
80.01,0.05,5,94.2,235.5,25.33
79.99,0.03,240,106.02,265.06,27.29
80,0.03,235,105.51,263.77,26.44
80,0.03,230,105.24,263.1,27.3
80,0.03,225,104.66,261.64,26.14
80,0.03,220,104.53,261.33,26.79
80,0.03,215,104.6,261.5,26.56
80,0.03,210,104.68,261.71,27.65
80,0.03,205,104.7,261.75,26.84
80,0.03,200,104.93,262.33,26.74
80,0.03,195,105.21,263.01,26.99
80,0.03,190,105.97,264.92,28.17
80,0.03,185,106.14,265.36,27.23
80,0.03,180,107.38,268.45,30.49
80,0.03,175,107.81,269.52,27.85
80.01,0.03,170,108.17,270.42,28.18
80.01,0.03,165,109.35,273.37,29.08
80.01,0.03,160,109.94,274.86,28.27
80,0.03,155,110.62,276.55,28.63
80,0.03,150,111.74,279.34,28.79
80.01,0.03,145,112.35,280.86,28.83
80,0.03,140,113.45,283.63,29.26
80,0.03,135,113.89,284.72,28.39
80,0.03,130,114.97,287.43,29.07
80,0.03,125,115.48,288.69,29.07
80,0.03,120,116,290,28.72
80,0.03,115,116.44,291.1,28.27
80,0.03,110,116.9,292.25,28.48
80,0.03,105,117.2,293.01,28.64
79.99,0.03,102,117.44,293.6,28.65
80,0.03,99,117.32,293.3,28.6
80,0.03,96,117.37,293.42,28.37
80,0.03,94,117.45,293.63,28.61
80,0.03,92,117.26,293.14,28.19
80,0.03,90,117.06,292.66,28.09
80,0.03,88,116.98,292.45,28.04
80,0.03,86,116.68,291.69,27.79
80,0.03,84,116.96,292.4,28.32
80,0.03,81,116.79,291.98,28.43
80,0.03,78,116.33,290.81,27.89
80,0.03,75,115.91,289.79,27.69
79.99,0.03,70,115.4,288.5,27.91
79.99,0.03,65,114.86,287.15,27.84
80,0.03,60,113.83,284.58,27.65
80.01,0.03,55,113.25,283.12,28.2
80.01,0.03,50,112.68,281.69,28.08
80.02,0.03,45,111.74,279.34,27.82
80.01,0.03,40,111.31,278.27,28.56
79.99,0.03,35,110.79,276.98,28.49
79.99,0.03,30,109.98,274.96,27.68
79.99,0.03,25,109.6,274,27.51
79.98,0.03,20,109.43,273.58,27.93
79.99,0.03,15,109.27,273.18,28.14
80.01,0.03,10,108.5,271.24,28.53
80.01,0.03,5,108.27,270.67,28.64
79.99,0.02,240,114.22,285.55,31.69
80,0.02,235,113.82,284.55,30.87
80,0.02,230,113.52,283.81,30.25
80,0.02,225,113.18,282.95,30.19
80,0.02,220,113.22,283.05,30.33
80,0.02,215,113.08,282.69,29.4
80,0.02,210,113.34,283.35,31.19
80,0.02,205,113.31,283.28,30.9
80,0.02,200,113.25,283.14,30.12
80,0.02,195,113.79,284.48,31.04
80,0.02,190,113.79,284.48,29.58
80.01,0.02,185,114.21,285.54,30.14
80,0.02,180,114.4,285.99,29.84
80,0.02,175,115.37,288.43,30.43
80.01,0.02,170,116.06,290.15,32.15
80.01,0.02,165,116.27,290.69,30.82
80,0.02,160,116.74,291.84,30.28
79.99,0.02,155,117.79,294.47,31.43
80,0.02,150,118.72,296.8,32.12
80.01,0.02,145,119.27,298.17,31.97
80,0.02,140,119.74,299.34,31.23
80,0.02,135,120.49,301.22,31.88
79.99,0.02,130,121.3,303.24,32.7
80,0.02,125,121.82,304.55,32.62
80,0.02,120,122.07,305.17,31.38
80,0.02,115,122.64,306.6,31.89
80,0.02,110,122.83,307.08,31.66
80,0.02,105,123.36,308.4,32.37
80,0.02,102,123.24,308.11,31.84
80,0.02,99,123.36,308.39,31.42
80,0.02,96,123.49,308.73,31.73
80,0.02,94,123.68,309.21,32.12
79.99,0.02,92,123.37,308.43,31.55
80,0.02,90,123.53,308.84,31.72
80,0.02,88,123.53,308.82,31.8
80,0.02,86,123.42,308.56,31.8
80.01,0.02,84,123.28,308.19,31.64
80.01,0.02,81,123.01,307.52,31.55
80,0.02,78,122.96,307.4,31.51
79.99,0.02,75,122.79,306.98,31.37
80,0.02,70,122.39,305.97,31.02
80,0.02,65,121.73,304.34,30.81
80,0.02,60,121.52,303.8,31.98
80.01,0.02,55,120.64,301.59,31.31
80.01,0.02,50,119.94,299.85,30.97
80.01,0.02,45,119.38,298.45,30.75
80.01,0.02,40,118.88,297.19,31.75
79.99,0.02,35,118.27,295.69,31.44
79.99,0.02,30,117.7,294.24,30.78
79.99,0.02,25,117.29,293.23,30.86
79.98,0.02,20,117.01,292.53,31.09
80,0.02,15,116.52,291.29,31.41
80.01,0.02,10,116.04,290.1,31.21
80.01,0.02,5,115.75,289.37,31.38
79.99,0.015,240,117.3,293.26,31.27
80,0.015,235,117.21,293.03,31.53
80,0.015,230,116.84,292.1,30.47
80,0.015,225,116.72,291.81,30.17
80,0.015,220,116.76,291.9,30.6
80,0.015,215,116.82,292.05,30.96
80,0.015,210,117.02,292.54,31.7
80,0.015,205,117.16,292.89,31.39
80,0.015,200,117.28,293.2,31.2
80,0.015,195,117.75,294.37,32.11
80,0.015,190,117.81,294.53,31.65
80,0.015,185,117.84,294.6,31.51
80,0.015,180,118.59,296.48,32.61
80.01,0.015,175,118.82,297.05,32.28
80.01,0.015,170,119.02,297.54,32.24
80,0.015,165,119.44,298.6,31.99
80.01,0.015,160,120.01,300.04,32.28
80,0.015,155,120.61,301.52,33.09
80.01,0.015,150,121.27,303.17,33.25
80.01,0.015,145,121.6,303.99,33.51
80,0.015,140,121.9,304.74,32.27
80,0.015,135,122.35,305.88,32.19
80,0.015,130,122.8,307,32.43
80,0.015,125,123.48,308.71,33.22
80,0.015,120,124.08,310.21,33.86
80,0.015,115,124.28,310.7,33.39
80,0.015,110,124.43,311.08,32.45
79.99,0.015,105,124.75,311.87,32.63
79.99,0.015,102,125,312.49,32.9
80,0.015,99,124.91,312.29,32.6
80.01,0.015,96,124.95,312.38,32.53
80.01,0.015,94,124.95,312.38,32.85
80,0.015,92,124.92,312.3,32.53
80,0.015,90,125.01,312.51,32.68
79.99,0.015,88,125.07,312.68,32.74
79.99,0.015,86,124.95,312.38,32.51
80,0.015,84,124.92,312.3,32.56
80,0.015,81,124.63,311.58,32.31
80.01,0.015,78,124.54,311.36,32.43
80,0.015,75,124.42,311.06,32.42
80,0.015,70,124.54,311.34,33.81
79.99,0.015,65,124.08,310.21,33.32
80,0.015,60,123.78,309.46,33.23
80.01,0.015,55,123.05,307.63,32.66
80.01,0.015,50,122.49,306.22,32.4
80.01,0.015,45,121.98,304.94,31.79
80,0.015,40,121.41,303.53,32.78
79.99,0.015,35,121.23,303.08,33.01
79.99,0.015,30,120.85,302.14,32.81
79.99,0.015,25,120.43,301.09,32.41
79.98,0.015,20,120.25,300.63,32.83
80,0.015,15,119.66,299.15,31.86
80.01,0.015,10,119.46,298.65,33.48
80.01,0.015,5,118.9,297.24,32.5
79.99,0.01,240,120.55,301.38,33.23
80,0.01,235,120.09,300.22,32.26
80,0.01,230,119.74,299.34,31.86
80,0.01,225,119.96,299.91,32.34
80,0.01,220,119.72,299.31,31.38
80,0.01,215,120.39,300.97,33.17
80,0.01,210,120.2,300.49,32.8
80,0.01,205,120.31,300.78,33.07
80,0.01,200,120.29,300.71,32.81
80,0.01,195,120.5,301.26,32.55
80,0.01,190,120.65,301.63,32.94
80,0.01,185,120.79,301.98,32.54
80,0.01,180,120.84,302.11,32.56
80.01,0.01,175,121.24,303.1,33.01
80.01,0.01,170,121.6,304,33.89
80.01,0.01,165,121.96,304.91,33.76
80.01,0.01,160,122.06,305.14,32.84
80,0.01,155,122.47,306.18,33.57
80.01,0.01,150,122.97,307.42,33.53
80.01,0.01,145,122.84,307.11,32.83
80,0.01,140,123.36,308.4,33.31
80,0.01,135,124.1,310.26,35.13
80,0.01,130,124.35,310.88,35.25
80,0.01,125,124.38,310.95,34.25
80,0.01,120,124.49,311.22,33.11
80,0.01,115,124.79,311.98,33.39
80,0.01,110,125.08,312.69,33.67
80,0.01,105,125.29,313.22,33.67
79.99,0.01,102,125.43,313.57,33.84
80,0.01,99,125.53,313.82,33.76
80,0.01,96,125.47,313.66,33.73
80,0.01,94,125.57,313.92,34.01
80.01,0.01,92,125.53,313.82,33.87
80,0.01,90,125.45,313.63,33.6
80,0.01,88,125.69,314.22,34.14
79.99,0.01,86,125.68,314.2,33.95
79.99,0.01,84,125.71,314.29,33.93
80,0.01,81,125.53,313.82,33.85
80.01,0.01,78,125.45,313.63,33.88
80.01,0.01,75,125.36,313.4,33.81
80,0.01,70,125.1,312.75,33.5
80,0.01,65,125.07,312.67,33.69
79.99,0.01,60,124.71,311.78,33.27
79.99,0.01,55,124.81,312.02,35.13
80.01,0.01,50,124.33,310.84,34.47
80.02,0.01,45,123.88,309.7,34.29
80.01,0.01,40,123.38,308.46,33.95
80,0.01,35,123,307.49,33.5
79.99,0.01,30,122.79,306.97,33.1
79.99,0.01,25,122.67,306.67,33.27
79.99,0.01,20,122.23,305.58,32.65
79.99,0.01,15,122.2,305.5,32.83
80.01,0.01,10,121.68,304.2,32.17
80.01,0.01,5,121.75,304.37,33.85
85,7,110,0.04,0.1,11.13
85,7,105,0.1,0.25,1.83
85,7,102,0.22,0.56,2.54
85,7,99,0.37,0.93,3.14
85,7,96,0.56,1.4,3.81
85.01,7,94,0.74,1.84,4.47
85,7,92,0.83,2.08,4.53
85,7,90,0.7,1.74,4.23
84.99,7,88,0.55,1.38,3.72
84.99,7,86,0.45,1.12,3.48
84.99,7,84,0.33,0.82,3
84.99,7,81,0.17,0.43,2.27
84.99,7,78,0.07,0.16,1.61
85,7,75,0.01,0.03,1.01
85,3,240,0.66,1.64,3.79
85,3,235,0.45,1.13,3.07
85,3,230,0.31,0.77,2.65
85,3,225,0.21,0.51,2.23
85,3,220,0.14,0.35,1.93
85,3,215,0.1,0.24,1.68
85,3,210,0.08,0.2,1.68
85,3,205,0.07,0.16,1.55
85.02,3,200,0.05,0.12,1.35
85.02,3,195,0.06,0.15,1.48
85.01,3,190,0.1,0.25,1.93
85,3,185,0.1,0.24,1.66
85,3,180,0.14,0.34,2.01
85.01,3,175,0.13,0.33,1.93
85.02,3,170,0.14,0.35,2.25
85.01,3,165,0.1,0.26,1.77
85.01,3,160,0.13,0.32,1.99
85.01,3,155,0.12,0.31,1.9
85,3,150,0.14,0.36,2
85,3,145,0.18,0.46,2.18
84.99,3,140,0.26,0.66,2.48
84.99,3,135,0.36,0.9,2.75
84.98,3,130,0.51,1.28,3.26
84.99,3,125,0.73,1.83,3.88
84.99,3,120,0.96,2.4,4.36
85,3,115,1.27,3.18,5.12
84.99,3,110,1.62,4.06,5.75
85,3,105,2.03,5.08,6.86
85,3,102,2.24,5.61,7.2
85,3,99,2.51,6.26,7.78
85,3,96,2.83,7.07,8.02
85,3,94,3.21,8.03,8.71
85,3,92,3.48,8.71,8.78
85,3,90,3.25,8.12,8.68
85,3,88,2.96,7.4,8.14
84.99,3,86,2.71,6.78,7.72
84.99,3,84,2.5,6.24,7.52
84.99,3,81,2.15,5.38,6.74
85,3,78,1.88,4.71,6.31
85,3,75,1.63,4.08,5.97
85,3,70,1.23,3.06,4.86
85.01,3,65,0.94,2.35,4.43
85.01,3,60,0.68,1.7,3.87
85.01,3,55,0.48,1.21,3.3
85,3,50,0.34,0.85,2.8
85,3,45,0.23,0.59,2.45
85,3,40,0.15,0.36,1.95
85,3,35,0.1,0.25,1.73
85,3,30,0.08,0.19,1.52
85,3,25,0.06,0.16,1.51
85.01,3,20,0.05,0.14,1.42
85.01,3,15,0.05,0.12,1.24
85.01,3,10,0.1,0.24,1.82
85.01,3,5,0.12,0.3,1.94
85,2,240,2.06,5.14,6.24
85,2,235,1.83,4.57,5.97
85,2,230,1.6,3.99,5.33
85,2,225,1.44,3.6,5.15
85,2,220,1.28,3.19,4.72
85,2,215,1.2,3,4.64
85.01,2,210,1.14,2.85,4.58
85,2,205,1.09,2.72,4.32
85.01,2,200,1.1,2.75,4.33
85.01,2,195,1.11,2.78,4.32
85.01,2,190,1.2,3,4.45
85.01,2,185,1.32,3.3,4.63
85.01,2,180,1.36,3.4,4.52
85.02,2,175,1.41,3.52,4.9
85.01,2,170,1.39,3.48,4.9
85.01,2,165,1.34,3.34,4.61
85.01,2,160,1.36,3.39,4.89
85.01,2,155,1.36,3.4,4.86
85,2,150,1.42,3.55,5.08
85,2,145,1.52,3.8,5.44
84.99,2,140,1.59,3.97,5.27
84.99,2,135,1.78,4.46,5.87
84.99,2,130,1.99,4.98,6.32
84.99,2,125,2.23,5.58,6.76
84.99,2,120,2.51,6.28,7.29
85,2,115,2.85,7.12,7.8
85,2,110,3.21,8.02,8.21
85,2,105,3.63,9.07,9.14
85,2,102,3.8,9.5,9.19
85,2,99,4.08,10.21,9.8
85,2,96,4.49,11.23,9.85
85,2,94,4.98,12.46,10.32
85,2,92,5.34,13.34,10.69
85,2,90,5.02,12.54,10.31
85,2,88,4.67,11.67,9.83
85,2,86,4.34,10.85,9.3
85,2,84,4.12,10.3,9.47
84.99,2,81,3.76,9.4,8.86
84.99,2,78,3.47,8.68,8.59
85,2,75,3.17,7.93,8.08
85,2,70,2.74,6.85,7.44
85,2,65,2.39,5.97,6.93
85.01,2,60,2.07,5.18,6.27
85.01,2,55,1.82,4.54,5.81
85,2,50,1.62,4.04,5.48
85,2,45,1.42,3.56,4.95
85,2,40,1.3,3.25,4.84
85,2,35,1.18,2.95,4.43
85.01,2,30,1.12,2.79,4.32
85,2,25,1.07,2.69,4.17
85.01,2,20,1.08,2.7,4.19
85.01,2,15,1.13,2.82,4.38
85.01,2,10,1.19,2.96,4.34
85.01,2,5,1.34,3.35,4.79
85,1.5,240,3.4,8.49,8.41
85,1.5,235,3.1,7.75,7.61
85,1.5,230,2.9,7.26,7.41
85,1.5,225,2.71,6.77,6.93
85,1.5,220,2.6,6.5,6.83
85.01,1.5,215,2.52,6.31,6.79
85.01,1.5,210,2.44,6.11,6.38
85,1.5,205,2.46,6.14,6.48
85,1.5,200,2.45,6.13,6.14
85.01,1.5,195,2.55,6.38,6.34
85.01,1.5,190,2.7,6.76,6.51
85.01,1.5,185,2.87,7.18,6.62
85.01,1.5,180,2.98,7.44,6.72
85.02,1.5,175,2.97,7.43,6.65
85.02,1.5,170,3,7.49,7.13
85.01,1.5,165,2.92,7.3,6.9
85.01,1.5,160,2.9,7.24,7.04
85.01,1.5,155,2.83,7.08,6.86
85.01,1.5,150,2.88,7.2,7.18
85,1.5,145,2.9,7.25,7.07
85,1.5,140,3.03,7.57,7.53
84.99,1.5,135,3.2,8.01,8.03
84.99,1.5,130,3.37,8.42,8.05
84.99,1.5,125,3.58,8.96,8.5
84.99,1.5,120,3.89,9.72,9.12
85,1.5,115,4.21,10.52,9.33
84.99,1.5,110,4.58,11.45,9.69
84.99,1.5,105,4.95,12.39,10.09
84.99,1.5,102,5.17,12.92,10.54
84.99,1.5,99,5.43,13.57,10.65
84.99,1.5,96,5.93,14.82,11.05
84.99,1.5,94,6.55,16.37,11.56
85,1.5,92,6.95,17.37,12.11
85,1.5,90,6.56,16.4,11.42
85,1.5,88,6.13,15.32,10.94
85,1.5,86,5.79,14.49,10.75
85,1.5,84,5.46,13.66,10.23
85.01,1.5,81,5.11,12.76,10.19
85.01,1.5,78,4.74,11.85,9.47
85.01,1.5,75,4.48,11.21,9.66
85.01,1.5,70,4.02,10.06,8.95
85.01,1.5,65,3.68,9.2,8.62
85.01,1.5,60,3.36,8.41,8.14
85.01,1.5,55,3.11,7.79,7.8
85.01,1.5,50,2.89,7.22,7.4
85,1.5,45,2.73,6.84,7.01
84.99,1.5,40,2.58,6.45,6.52
84.98,1.5,35,2.52,6.29,6.41
84.99,1.5,30,2.51,6.28,6.68
85,1.5,25,2.49,6.22,6.47
85,1.5,20,2.53,6.34,6.56
85.01,1.5,15,2.59,6.49,6.44
85.02,1.5,10,2.71,6.79,6.37
85.01,1.5,5,2.91,7.28,6.64
84.99,1,240,5.49,13.72,10.02
85,1,235,5.24,13.1,9.8
85,1,230,5.04,12.6,9.58
85,1,225,4.91,12.28,9.46
85,1,220,4.8,12.01,9.16
85,1,215,4.78,11.96,9.23
85,1,210,4.76,11.9,8.85
85,1,205,4.84,12.11,8.82
85,1,200,4.98,12.45,8.96
85.01,1,195,5.15,12.86,9.08
85.01,1,190,5.43,13.56,9.46
85.01,1,185,5.66,14.14,9.32
85.01,1,180,5.87,14.68,9.77
85.02,1,175,5.87,14.68,9.61
85.01,1,170,5.79,14.46,9.59
85.01,1,165,5.67,14.17,9.54
85,1,160,5.57,13.92,9.73
85.01,1,155,5.45,13.64,9.74
85.01,1,150,5.38,13.46,9.7
85,1,145,5.41,13.51,10.18
85,1,140,5.43,13.57,9.99
84.99,1,135,5.57,13.91,10.49
84.99,1,130,5.71,14.27,10.54
84.99,1,125,5.92,14.79,10.77
84.99,1,120,6.19,15.48,11.08
84.99,1,115,6.51,16.28,11.16
85,1,110,6.86,17.14,11.31
85,1,105,7.2,18.01,11.61
85,1,102,7.38,18.44,11.78
85,1,99,7.67,19.16,11.89
85,1,96,8.27,20.69,12.32
85,1,94,8.96,22.4,12.51
85,1,92,9.46,23.65,13.14
85,1,90,9.01,22.52,12.5
85.01,1,88,8.52,21.29,12.55
85,1,86,8.04,20.1,11.85
85,1,84,7.72,19.31,11.97
84.99,1,81,7.3,18.25,11.4
84.99,1,78,6.97,17.43,11.29
85,1,75,6.65,16.63,10.99
85,1,70,6.2,15.49,10.71
85,1,65,5.8,14.49,10.27
85.01,1,60,5.5,13.76,10.24
85.01,1,55,5.24,13.09,9.97
85.01,1,50,5.09,12.72,9.86
85.01,1,45,4.93,12.33,9.54
85,1,40,4.88,12.2,9.63
85,1,35,4.81,12.03,9.08
85.01,1,30,4.83,12.07,9.15
85,1,25,4.94,12.35,9.4
85.01,1,20,5.03,12.56,8.96
85.02,1,15,5.22,13.06,8.93
85.01,1,10,5.5,13.74,9.3
85.01,1,5,5.83,14.56,9.67
84.99,5,120,0.02,0.04,1.01
85,5,115,0.12,0.3,1.89
85,5,110,0.33,0.81,2.89
85,5,105,0.61,1.52,3.8
85,5,102,0.81,2.03,4.45
85,5,99,1.04,2.59,5.15
85,5,96,1.26,3.15,5.53
85,5,94,1.55,3.87,6.53
85,5,92,1.66,4.14,6.01
85,5,90,1.5,3.74,6.06
85,5,88,1.31,3.29,5.65
85,5,86,1.14,2.86,5.28
84.99,5,84,0.95,2.38,4.67
84.99,5,81,0.71,1.77,4
85,5,78,0.5,1.25,3.53
85.01,5,75,0.33,0.83,2.91
85.01,5,70,0.12,0.3,1.87
85.01,5,65,0.02,0.06,1.1
85.01,5,60,0.01,0.01,11.18
85,0.7,240,7.83,19.57,11.8
85,0.7,235,7.59,18.98,11.7
85,0.7,230,7.42,18.54,11.58
85,0.7,225,7.26,18.14,11.2
85,0.7,220,7.2,18,11
85,0.7,215,7.24,18.1,11.04
85,0.7,210,7.36,18.41,11.46
85,0.7,205,7.45,18.63,10.91
85,0.7,200,7.7,19.25,11.37
85.01,0.7,195,7.91,19.78,11
85.01,0.7,190,8.24,20.6,11.27
85.01,0.7,185,8.61,21.53,11.81
85.01,0.7,180,8.82,22.06,11.74
85.02,0.7,175,8.89,22.23,12.12
85.01,0.7,170,8.77,21.92,12.05
85.01,0.7,165,8.61,21.52,11.96
85.01,0.7,160,8.45,21.11,12.29
85.01,0.7,155,8.23,20.56,11.65
85.01,0.7,150,8.08,20.2,11.82
85.01,0.7,145,8.05,20.13,12.15
85,0.7,140,7.99,19.97,11.85
84.99,0.7,135,8.11,20.27,12.41
84.99,0.7,130,8.23,20.59,12.32
84.99,0.7,125,8.43,21.08,12.4
85,0.7,120,8.71,21.78,12.54
85,0.7,115,9.02,22.55,12.45
84.99,0.7,110,9.4,23.5,12.75
84.99,0.7,105,9.72,24.29,12.79
84.99,0.7,102,9.89,24.72,12.65
84.99,0.7,99,10.18,25.45,12.57
84.99,0.7,96,10.94,27.36,13.2
84.99,0.7,94,11.76,29.4,13.71
85,0.7,92,12.28,30.7,14.35
85,0.7,90,11.85,29.62,13.87
85,0.7,88,11.17,27.93,13.46
85,0.7,86,10.63,26.59,13.04
85,0.7,84,10.19,25.47,12.54
85,0.7,81,9.75,24.36,12.52
85.01,0.7,78,9.32,23.3,12.07
85.01,0.7,75,9.04,22.59,12.29
85,0.7,70,8.51,21.28,11.81
85.01,0.7,65,8.17,20.43,12.08
85.01,0.7,60,7.86,19.66,11.99
85.01,0.7,55,7.62,19.04,11.83
85.01,0.7,50,7.43,18.57,11.59
85,0.7,45,7.35,18.38,11.61
84.98,0.7,40,7.33,18.33,11.81
84.98,0.7,35,7.37,18.43,11.78
84.99,0.7,30,7.42,18.56,11.43
85,0.7,25,7.59,18.98,11.69
85,0.7,20,7.74,19.34,11.27
85.01,0.7,15,8.04,20.09,11.47
85.01,0.7,10,8.3,20.76,11.16
85.01,0.7,5,8.7,21.75,11.7
85,0.5,240,10.39,25.97,12.93
85,0.5,235,10.16,25.4,12.95
85,0.5,230,10,25,13.02
85,0.5,225,9.88,24.7,12.71
85,0.5,220,9.88,24.71,12.7
85,0.5,215,9.94,24.85,12.67
85,0.5,210,10.08,25.19,12.76
85,0.5,205,10.36,25.91,13.33
85,0.5,200,10.57,26.42,12.9
85.01,0.5,195,11.02,27.54,13.67
85.01,0.5,190,11.33,28.33,13.64
85.01,0.5,185,11.8,29.5,14.66
85.01,0.5,180,11.88,29.69,13.47
85.01,0.5,175,12.06,30.15,14.47
85.01,0.5,170,11.9,29.75,13.91
85.01,0.5,165,11.74,29.34,14.2
85.01,0.5,160,11.52,28.8,14.18
85.01,0.5,155,11.24,28.1,13.71
85.01,0.5,150,11.07,27.67,13.6
85.01,0.5,145,11,27.51,13.85
85,0.5,140,10.94,27.36,13.78
84.99,0.5,135,11.04,27.59,14.07
84.99,0.5,130,11.13,27.83,13.97
84.99,0.5,125,11.32,28.31,13.88
84.99,0.5,120,11.6,29,13.99
84.99,0.5,115,11.94,29.85,13.97
84.99,0.5,110,12.27,30.67,13.88
84.99,0.5,105,12.54,31.34,13.42
84.99,0.5,102,12.76,31.9,13.61
85,0.5,99,13.1,32.74,13.31
85,0.5,96,13.95,34.88,13.92
85,0.5,94,14.85,37.13,14.71
85,0.5,92,15.41,38.52,15.08
85,0.5,90,15.04,37.59,14.67
85,0.5,88,14.24,35.6,13.99
85,0.5,86,13.63,34.06,13.84
85,0.5,84,13.12,32.79,13.38
85,0.5,81,12.55,31.38,13.26
85,0.5,78,12.13,30.33,13.41
85.01,0.5,75,11.75,29.37,13.25
85.01,0.5,70,11.24,28.09,13.28
85,0.5,65,10.82,27.05,13.12
85.01,0.5,60,10.45,26.12,12.89
85.01,0.5,55,10.16,25.4,12.82
85.01,0.5,50,10.01,25.03,12.89
85,0.5,45,9.92,24.81,12.83
84.98,0.5,40,9.96,24.9,13.02
84.98,0.5,35,10.06,25.15,13.16
84.99,0.5,30,10.2,25.49,13.19
85,0.5,25,10.34,25.84,12.74
85.01,0.5,20,10.63,26.56,13.06
85.01,0.5,15,10.95,27.38,13.11
85.02,0.5,10,11.35,28.37,13.38
85.02,0.5,5,11.79,29.47,14.17
85,0.3,240,15.19,37.99,14.55
85,0.3,235,14.93,37.32,14.8
85,0.3,230,14.72,36.79,14.21
85,0.3,225,14.65,36.62,14.25
85,0.3,220,14.67,36.67,14.14
85,0.3,215,14.84,37.11,14.66
85,0.3,210,15.01,37.53,14.47
85,0.3,205,15.34,38.34,15.13
85,0.3,200,15.67,39.17,15.09
85.01,0.3,195,16.04,40.11,14.9
85.01,0.3,190,16.56,41.41,15.85
85.01,0.3,185,16.95,42.38,15.73
85.01,0.3,180,17.26,43.15,15.92
85.01,0.3,175,17.4,43.51,16.37
85.01,0.3,170,17.33,43.32,16.11
85.01,0.3,165,17.19,42.98,16.37
85,0.3,160,16.97,42.43,15.92
85.01,0.3,155,16.72,41.8,15.75
85.01,0.3,150,16.55,41.38,15.7
85.01,0.3,145,16.38,40.95,15.57
85,0.3,140,16.33,40.83,15.4
84.99,0.3,135,16.44,41.1,15.78
84.99,0.3,130,16.53,41.32,15.32
84.99,0.3,125,16.76,41.9,15.4
85,0.3,120,17.05,42.62,15.38
85,0.3,115,17.35,43.37,15.22
84.99,0.3,110,17.66,44.14,14.92
84.99,0.3,105,18.04,45.11,14.82
84.99,0.3,102,18.32,45.81,14.57
84.99,0.3,99,18.83,47.09,14.86
85,0.3,96,19.8,49.49,15.35
85,0.3,94,20.66,51.64,16.14
85,0.3,92,21.29,53.23,16.77
85,0.3,90,21.11,52.78,16.42
85,0.3,88,20.35,50.87,15.61
85,0.3,86,19.56,48.89,15.11
85,0.3,84,18.94,47.34,14.92
85,0.3,81,18.17,45.42,14.33
85,0.3,78,17.62,44.06,14.64
85.01,0.3,75,17.08,42.69,14.19
85.01,0.3,70,16.43,41.08,14.46
85,0.3,65,15.89,39.73,14.48
85.01,0.3,60,15.48,38.7,14.3
85.01,0.3,55,15.19,37.99,14.64
85.01,0.3,50,14.96,37.4,14.4
85,0.3,45,14.96,37.4,14.92
84.98,0.3,40,14.91,37.28,14.54
84.99,0.3,35,15.14,37.85,15.19
85,0.3,30,15.28,38.19,15.34
85,0.3,25,15.44,38.61,14.83
85.01,0.3,20,15.81,39.53,15.07
85.01,0.3,15,16.16,40.4,14.97
85.02,0.3,10,16.67,41.67,15.74
85.02,0.3,5,17.13,42.83,16.31
84.99,0.2,240,19.87,49.68,15.31
85,0.2,235,19.56,48.89,15.52
85,0.2,230,19.35,48.38,15.45
85,0.2,225,19.34,48.34,15.86
85,0.2,220,19.39,48.47,15.83
85,0.2,215,19.54,48.86,16.17
85,0.2,210,19.71,49.28,15.81
85,0.2,205,19.95,49.88,15.72
85,0.2,200,20.42,51.05,16.21
85,0.2,195,20.86,52.14,16.61
85.01,0.2,190,21.36,53.4,17.07
85.01,0.2,185,21.72,54.31,16.92
85.01,0.2,180,22.02,55.06,17
85.02,0.2,175,22.25,55.61,17.1
85.01,0.2,170,22.32,55.79,17.69
85.01,0.2,165,22.22,55.55,17.43
85,0.2,160,22.08,55.21,17.33
85,0.2,155,21.8,54.51,16.2
85.01,0.2,150,21.83,54.57,17.5
85.01,0.2,145,21.63,54.08,16.79
